minutes,charger_en,stat,ts_raw,ts_mV,vbat_raw,vbat_mV
495,1,1,1691,2972,3516,4120
496,1,1,1696,2980,3509,4112
497,1,1,1694,2976,3513,4116
498,1,1,1689,2968,3514,4116
499,1,1,1693,2974,3517,4120
500,1,1,1690,2970,3515,4118
501,1,1,1696,2980,3512,4114
502,1,1,1696,2980,3511,4114
503,1,1,1693,2974,3517,4120
504,1,1,1692,2974,3516,4120
505,1,1,1696,2980,3519,4122
506,1,1,1694,2976,3516,4120
507,1,1,1689,2968,3510,4112
508,1,1,1700,2988,3517,4120
509,1,1,1704,2994,3511,4114
510,1,1,1693,2974,3511,4114
511,1,1,1692,2974,3513,4116
512,1,1,1695,2978,3513,4116
513,1,1,1696,2980,3512,4114
514,1,1,1698,2984,3518,4122
515,1,1,1696,2980,3520,4124
516,1,1,1693,2974,3516,4120
517,1,1,1687,2964,3519,4122
518,1,1,1692,2974,3511,4114
519,1,1,1696,2980,3512,4114
520,1,1,1694,2976,3518,4122
521,1,1,1696,2980,3514,4116
522,1,1,1684,2960,3520,4124
523,1,1,1689,2968,3515,4118
524,1,1,1687,2964,3519,4122
525,1,1,1686,2962,3516,4120
526,1,1,1685,2960,3519,4122
527,1,1,1692,2974,3511,4114
528,1,1,1692,2974,3510,4112
529,1,1,1687,2964,3520,4124
530,1,1,1692,2974,3511,4114
531,1,1,1684,2960,3503,4104
532,1,1,1686,2962,3519,4122
533,1,1,1683,2958,3511,4114
534,1,1,1688,2966,3514,4116
535,1,1,1696,2980,3511,4114
536,1,1,1692,2974,3507,4108
537,1,1,1694,2976,3514,4116
