minutes,charger_en,stat,ts_raw,ts_mV,vbat_raw,vbat_mV
309,1,0,1703,2992,3589,4204
310,1,0,1709,3004,3592,4208
311,1,0,1702,2990,3584,4200
312,1,0,1700,2988,3593,4210
313,1,0,1704,2994,3589,4204
314,1,0,1695,2978,3588,4204
315,1,0,1704,2994,3597,4214
316,1,0,1702,2990,3583,4198
317,1,0,1701,2990,3582,4196
318,1,0,1712,3008,3606,4224
319,1,0,1694,2976,3583,4198
320,1,0,1704,2994,3598,4216
321,1,0,1702,2990,3591,4208
322,1,0,1711,3006,3583,4198
323,1,0,1695,2978,3590,4206
324,1,0,1700,2988,3587,4202
325,1,0,1699,2986,3592,4208
326,1,0,1697,2982,3592,4208
327,1,0,1700,2988,3584,4200
328,1,0,1705,2996,3586,4202
329,1,0,1710,3004,3590,4206
330,1,0,1703,2992,3575,4188
331,1,0,1701,2990,3578,4192
332,1,0,1708,3002,3613,4232
334,1,0,1702,2990,3592,4208
335,1,0,1708,3002,3608,4228
335,1,0,1703,2992,3591,4208
336,1,0,1710,3004,3591,4208
337,1,0,1695,2978,3583,4198
338,1,0,1700,2988,3578,4192
339,1,0,1707,3000,3583,4198
340,1,0,1707,3000,3585,4200
341,1,0,1709,3004,3584,4200
342,1,1,1704,2994,3504,4106
343,1,1,1716,3016,3501,4102
344,1,1,1714,3012,3501,4102
345,1,1,1710,3004,3495,4094
346,1,1,1715,3014,3499,4100
347,1,1,1710,3004,3495,4094
348,1,1,1714,3012,3493,4092
349,1,1,1716,3016,3491,4090
350,1,1,1714,3012,3493,4092
351,1,1,1716,3016,3491,4090
352,1,1,1714,3012,3487,4086
353,1,1,1714,3012,3496,4096
354,1,1,1714,3012,3491,4090
355,1,1,1720,3022,3487,4086
356,1,1,1717,3018,3487,4086
357,1,1,1713,3010,3494,4094
358,1,1,1715,3014,3496,4096
359,1,1,1715,3014,3496,4096
360,1,1,1721,3024,3490,4088
361,1,1,1711,3006,3488,4086
363,1,1,1720,3022,3489,4088
363,1,1,1721,3024,3490,4088
364,1,1,1719,3020,3489,4088
365,1,1,1715,3014,3489,4088
366,1,1,1715,3014,3487,4086
367,1,1,1720,3022,3494,4094
368,1,1,1715,3014,3495,4094
369,1,1,1715,3014,3489,4088
370,1,1,1715,3014,3492,4092
371,1,1,1718,3018,3487,4086
372,1,1,1713,3010,3488,4086
373,1,1,1716,3016,3488,4086
374,1,1,1717,3018,3487,4086
375,1,1,1720,3022,3493,4092
376,1,1,1720,3022,3490,4088
377,1,1,1720,3022,3487,4086
378,1,1,1719,3020,3488,4086
379,1,1,1711,3006,3488,4086
380,1,1,1715,3014,3488,4086
381,1,1,1718,3018,3492,4092
382,1,1,1718,3018,3485,4082
383,1,1,1719,3020,3487,4086
384,1,1,1721,3024,3492,4092
385,1,1,1715,3014,3487,4086
386,1,1,1717,3018,3496,4096
387,1,1,1717,3018,3484,4082
389,1,1,1718,3018,3492,4092
390,1,1,1711,3006,3485,4082
391,1,1,1713,3010,3484,4082
391,1,1,1713,3010,3488,4086
392,1,1,1716,3016,3487,4086
393,1,1,1721,3024,3487,4086
394,1,1,1719,3020,3491,4090
395,1,1,1718,3018,3496,4096
396,1,1,1714,3012,3486,4084
397,1,1,1724,3030,3481,4078
398,1,1,1715,3014,3487,4086
399,1,1,1722,3026,3487,4086
400,1,1,1709,3004,3496,4096
401,1,1,1717,3018,3482,4080
402,1,1,1715,3014,3489,4088
403,1,1,1720,3022,3486,4084
404,1,1,1716,3016,3486,4084
405,1,1,1712,3008,3491,4090
406,1,1,1712,3008,3482,4080
407,1,1,1717,3018,3485,4082
408,1,1,1713,3010,3488,4086
409,1,1,1716,3016,3485,4082
410,1,1,1719,3020,3490,4088
411,1,1,1713,3010,3487,4086
412,1,1,1720,3022,3492,4092
414,1,1,1715,3014,3488,4086
415,1,1,1714,3012,3483,4080
415,1,1,1713,3010,3491,4090
416,1,1,1712,3008,3487,4086
417,1,1,1717,3018,3492,4092
418,1,1,1713,3010,3488,4086
419,1,1,1710,3004,3487,4086
420,1,1,1717,3018,3490,4088
421,1,1,1711,3006,3487,4086
422,1,1,1715,3014,3487,4086
423,1,1,1711,3006,3490,4088
424,1,1,1710,3004,3484,4082
425,1,1,1718,3018,3481,4078
426,1,1,1714,3012,3487,4086
427,1,1,1713,3010,3491,4090
428,1,1,1716,3016,3493,4092
429,1,1,1717,3018,3490,4088
430,1,1,1709,3004,3495,4094
431,1,1,1718,3018,3491,4090
432,1,1,1721,3024,3491,4090
433,1,1,1711,3006,3485,4082
434,1,1,1715,3014,3489,4088
435,1,1,1716,3016,3492,4092
436,1,1,1720,3022,3496,4096
437,1,1,1720,3022,3498,4098
438,1,1,1719,3020,3483,4080
439,1,1,1719,3020,3485,4082
440,1,1,1717,3018,3491,4090
441,1,1,1720,3022,3487,4086
